Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
333,19.95,-1.0,Michael Marsh,USA,04.08.67,Zürich,19.08.1992
333,19.95,-0.2,Frank Fredericks,NAM,02.10.67,Paris,28.06.1996
333,19.95,+1.1,Shawn Crawford,USA,14.01.78,Athínai,24.08.2004
333,19.95,+0.2,Wallace Spearmon,USA,24.12.84,Split,05.09.2010
333,19.95,+1.6,Nickel Ashmeade,JAM,07.04.90,Kingston,07.05.2011
333,19.95,+0.8,Jaysuma Saidy Ndure,NOR,01.01.84,Daegu,03.09.2011
333,19.95,+1.8,Wallace Spearmon,USA,24.12.84,Arlington,24.03.2012
333,19.95,+1.1,Churandy Martina,NED,03.07.84,London,14.07.2012
333,19.95,-0.2,Nickel Ashmeade,JAM,07.04.90,New York City,14.06.2014
333,19.95,-0.9,Alonso Edward,PAN,08.12.89,Zürich,28.08.2014
333,19.95,+0.8,Usain Bolt,JAM,21.08.86,Beijing,26.08.2015
333,19.95,+0.4,Nethaneel Mitchell-Blake,GBR,02.04.94,Tuscaloosa,14.05.2016
333,19.95A,+1.7,Akani Simbine,RSA,21.09.93,Pretoria,04.03.2017
333,19.95,-0.1,Aaron Brown,CAN,27.05.92,Lausanne,05.07.2019
333,19.95,+0.1,Alex Quiñonez,ECU,11.08.89,Ad-Dawhah,30.09.2019
333,19.95,+0.3,Andre De Grasse,CAN,10.11.94,Ad-Dawhah,01.10.2019
333,19.95,+1.1,Noah Lyles,USA,18.07.97,Eugene,25.06.2022
333,19.95,+0.8,Mike Norman,USA,11.07.50,Monaco,10.08.2022
333,19.95,+0.7,Reynier Mena,CUB,21.11.96,Szczecin,24.08.2022
333,19.95,+1.3,Jereem Richards,TTO,13.01.94,Lausanne,26.08.2022
333,19.95,+1.6,Reynier Mena,CUB,21.11.96,Savona,24.05.2023
333,19.95,+1.0,Robert Gregory,USA,12.12.01,Austin,07.06.2023
356,19.96A,+0.2,Pietro Mennea,ITA,28.06.52,Ciudad de México,10.09.1979
356,19.96,±0.0,Pietro Mennea,ITA,28.06.52,Barletta,17.08.1980
356,19.96,-0.9,Kirk Baptiste,USA,20.06.63,Los Angeles,08.08.1984
356,19.96,+1.0,Joe DeLoach,USA,05.06.67,Indianapolis,20.07.1988
356,19.96,+0.4,Robson Caetano da Silva,BRA,04.09.64,Bruxelles,25.08.1989
356,19.96,+0.8,Frank Fredericks,NAM,02.10.67,Rieti,05.09.1993
356,19.96,+0.7,Frank Fredericks,NAM,02.10.67,Roma,05.06.1996
356,19.96,+2.0,Frank Fredericks,NAM,02.10.67,Duisburg,12.06.1996
356,19.96,-0.3,Coby Miller,USA,19.10.76,Sacramento,23.07.2000
356,19.96,-1.5,Tyson Gay,USA,09.08.82,Monaco,09.09.2005
356,19.96,+0.1,Usain Bolt,JAM,21.08.86,Athínai,17.09.2006
356,19.96,+1.0,Usain Bolt,JAM,21.08.86,Port of Spain,27.05.2007
356,19.96,-0.9,Shawn Crawford,USA,14.01.78,Beijing,20.08.2008
356,19.96,-0.4,Isaac Makwala,BOT,24.09.85,La Chaux-de-Fonds,06.07.2014
356,19.96,+1.1,Brendon Rodney,CAN,09.04.92,Edmonton,10.07.2016
356,19.96,+0.9,Isaac Makwala,BOT,24.09.85,Osaka,20.05.2018
356,19.96,+0.4,Alonso Edward,PAN,08.12.89,Barranquilla,31.07.2018
356,19.96,+1.0,Steven Gardiner,BAH,12.09.95,Clermont,25.07.2020
356,19.96A,-1.0,Blessing Akwasi Afrifah,ISR,26.10.03,Cali,04.08.2022
356,19.96A,-1.0,Letsile Tebogo,BOT,07.06.03,Cali,04.08.2022
376,19.97,-1.0,Frank Fredericks,NAM,02.10.67,Zürich,19.08.1992
376,19.97A,+1.8,Frank Fredericks,NAM,02.10.67,Sestriere,31.07.1994
376,19.97,+1.5,Frank Fredericks,NAM,02.10.67,Victoria,26.08.1994
376,19.97,+0.5,Frank Fredericks,NAM,02.10.67,Berlin,30.08.1996
376,19.97A,+1.3,Frank Fredericks,NAM,02.10.67,Johannesburg,13.09.1998
376,19.97,-0.9,Obadele Thompson,BAR,30.03.76,Yokohama,09.09.2000
376,19.97,+1.7,Wallace Spearmon,USA,24.12.84,Walnut,17.04.2005
376,19.97,+0.2,Xavier Carter,USA,08.12.85,Bruxelles,25.08.2006
376,19.97,-0.5,Tyson Gay,USA,09.08.82,Kingston,05.05.2007
376,19.97,+1.7,Usain Bolt,JAM,21.08.86,Kingston,29.06.2008
376,19.97,±0.0,Asafa Powell,JAM,23.11.82,Kingston,27.06.2010
376,19.97,+0.7,Jaysuma Saidy Ndure,NOR,01.01.84,Bruxelles,16.09.2011
376,19.97,±0.0,Curtis Mitchell,USA,11.03.89,Moskva,16.08.2013
376,19.97,-0.6,Dedric Dukes,USA,04.02.92,Gainesville,04.04.2014
376,19.97,-0.4,Femi Ogunode,QAT,15.05.91,Bruxelles,11.09.2015
376,19.97,+1.4,Ameer Webb,USA,19.03.91,Eugene,08.07.2016
376,19.97,+0.8,Julian Forte,JAM,07.01.93,Bruxelles,09.09.2016
376,19.97,+0.8,Adam Gemili,GBR,06.10.93,Bruxelles,09.09.2016
376,19.97,+0.2,Jereem Richards,TTO,13.01.94,Lexington,27.05.2017
376,19.97,+1.0,Yohan Blake,JAM,26.12.89,Kingston,25.06.2017
376,19.97,+0.4,Kyle Greaux,TTO,26.04.88,Barranquilla,31.07.2018
376,19.97,+2.0,Divine Oduduru,NGR,07.10.96,Austin,05.06.2019
376,19.97,-0.6,Christian Coleman,USA,06.03.96,Ostrava,20.06.2019
376,19.97,+0.9,Miguel Francis,GBR,28.02.95,London,21.07.2019
376,19.97,+1.2,Andre De Grasse,CAN,10.11.94,Székesfehérvár,06.07.2021
376,19.97,+1.7,Erriyon Knighton,USA,29.01.04,Eugene,26.06.2022
376,19.97,+1.2,Méba-Mickaël Zézé,FRA,19.05.94,La Chaux-de-Fonds,03.07.2022
376,19.97,+1.3,Issam Asinga,USA,29.12.04,Lubbock,29.04.2023
404,19.98,+0.2,Joe DeLoach,USA,05.06.67,Austin,15.05.1988
404,19.98,-0.4,Michael Johnson,USA,13.09.67,Rieti,06.09.1991
404,19.98,+0.3,Michael Johnson,USA,13.09.67,Houston,22.05.1992
404,19.98,+0.1,Frank Fredericks,NAM,02.10.67,Atlanta,01.08.1996
404,19.98,+1.7,Marcin Urbas,POL,17.09.76,Sevilla,25.08.1999
404,19.98,+0.3,Jordan Vaden,USA,15.09.78,Indianapolis,25.06.2006
404,19.98,+0.2,Xavier Carter,USA,08.12.85,London,28.07.2006
404,19.98,+1.4,LaShawn Merritt,USA,27.06.86,Carson,20.05.2007
404,19.98,-0.9,Walter Dix,USA,31.01.86,Beijing,20.08.2008
404,19.98,+1.3,Wallace Spearmon,USA,24.12.84,New York City,30.05.2009
404,19.98,-0.3,Steve Mullings,JAM,29.11.82,Berlin,20.08.2009
404,19.98,-0.8,Wallace Spearmon,USA,24.12.84,Kingston,01.05.2010
404,19.98,-0.3,Jason Young,JAM,21.03.91,Luzern,17.07.2013
404,19.98,-0.3,Adam Gemili,GBR,06.10.93,Moskva,16.08.2013
404,19.98,-1.6,Adam Gemili,GBR,06.10.93,Zürich,15.08.2014
404,19.98,+0.2,Alonso Edward,PAN,08.12.89,Marrakesh,14.09.2014
404,19.98,+0.2,Rasheed Dwyer,JAM,29.01.89,Marrakesh,14.09.2014
404,19.98,+0.8,Churandy Martina,NED,03.07.84,Bruxelles,09.09.2016
404,19.98,+0.6,Christian Coleman,USA,06.03.96,Columbia,13.05.2017
404,19.98,+1.0,Aaron Brown,CAN,27.05.92,Oslo,07.06.2018
404,19.98,-0.2,Ramil Guliyev,TUR,29.05.90,Zürich,30.08.2018
404,19.98,+1.5,Alex Wilson,SUI,19.09.90,La Chaux-de-Fonds,30.06.2019
404,19.98,+0.3,Alex Quiñonez,ECU,11.08.89,Ad-Dawhah,01.10.2019
404,19.98,-0.5,Joseph Fahnbulleh,LBR,11.09.01,Tokyo,04.08.2021
404,19.98,-0.3,Noah Lyles,USA,18.07.97,Eugene,18.07.2022
404,19.98,+0.6,Javonte Harding,USA,29.08.01,Austin,07.06.2023
430,19.99,+0.6,Calvin Smith,USA,08.01.61,Zürich,24.08.1983
430,19.99,+1.2,Carl Lewis,USA,01.07.61,Houston,17.06.1988
430,19.99,+1.1,Carl Lewis,USA,01.07.61,Lausanne,07.07.1993
430,19.99,+0.3,Carl Lewis,USA,01.07.61,Stuttgart,20.08.1993
430,19.99,-0.2,Ato Boldon,TTO,30.12.73,Bruxelles,23.08.1996
430,19.99,-0.9,Frank Fredericks,NAM,02.10.67,Dakar,22.08.1998
430,19.99,±0.0,John Capel,USA,27.10.78,Athens GA,16.05.1999
430,19.99,+0.6,Frank Fredericks,NAM,02.10.67,Roma,12.07.2002
430,19.99,-0.7,Shawn Crawford,USA,14.01.78,Sacramento,18.07.2004
430,19.99,+1.8,Usain Bolt,JAM,21.08.86,London,22.07.2005
430,19.99,+1.8,Tyson Gay,USA,09.08.82,London,22.07.2005
430,19.99,+1.7,Rodney Martin,USA,22.12.82,Eugene,06.07.2008
430,19.99,+2.0,Curtis Mitchell,USA,11.03.89,Miramar,10.07.2010
430,19.99,+1.7,Warren Weir,JAM,31.10.89,Kingston,30.06.2012
430,19.99,+1.6,Curtis Mitchell,USA,11.03.89,Des Moines,23.06.2013
430,19.99,+0.2,Jason Young,JAM,21.03.91,London,26.07.2013
430,19.99,-0.5,Nickel Ashmeade,JAM,07.04.90,Monaco,18.07.2014
430,19.99,+0.6,Dedric Dukes,USA,04.02.92,Starkville,16.05.2015
430,19.99,+1.7,Isiah Young,USA,05.01.90,Eugene,27.06.2015
430,19.99,+1.3,Jereem Richards,TTO,13.01.94,Ad-Dawhah,04.05.2018
430,19.99,-0.6,Rai Benjamin,ANT,27.07.97,Paris,30.06.2018
430,19.99,+0.9,Ramil Guliyev,TUR,29.05.90,Monaco,20.07.2018
430,19.99,+1.3,Ramil Guliyev,TUR,29.05.90,Ad-Dawhah,03.05.2019
430,19.99,+0.9,Isiah Young,USA,05.01.90,Eugene,26.06.2021
430,19.99,+1.2,Kenneth Bednarek,USA,14.10.98,Székesfehérvár,06.07.2021
430,19.99,-0.4,Aaron Brown,CAN,27.05.92,Tokyo,03.08.2021
430,19.99,-0.4,Joseph Fahnbulleh,LBR,11.09.01,Tokyo,03.08.2021
430,19.99,-0.4,Noah Lyles,USA,18.07.97,Tokyo,03.08.2021
430,19.99A,+0.4,Letsile Tebogo,BOT,07.06.03,Cali,03.08.2022
430,19.99,+0.6,Shaun Maswanganyi,RSA,01.02.01,Austin,07.06.2023
460,20.00,±0.0,Valeriy Borzov,UKR,20.10.49,München,04.09.1972
460,20.00,+1.9,Robson Caetano da Silva,BRA,04.09.64,Barcelona,10.09.1989
460,20.00,+1.0,Ato Boldon,TTO,30.12.73,Westwood,19.05.1996
460,20.00,+1.2,Claudinei Quirino da Silva,BRA,19.11.70,Sevilla,27.08.1999
460,20.00,+0.1,Shawn Crawford,USA,14.01.78,Sacramento,17.07.2004
460,20.00,+0.4,Justin Gatlin,USA,10.02.82,Monterrey,11.06.2005
460,20.00,-0.4,Tyson Gay,USA,09.08.82,Osaka,29.08.2007
460,20.00,-0.3,Asafa Powell,JAM,23.11.82,Shanghai,28.09.2007
460,20.00,+1.2,Tyson Gay,USA,09.08.82,Kingston,03.05.2008
460,20.00,+1.3,Alonso Edward,PAN,08.12.89,Réthymno,20.07.2009
460,20.00,+0.4,Tyson Gay,USA,09.08.82,London,25.07.2009
460,20.00,+0.4,Churandy Martina,NED,03.07.84,London,09.08.2012
460,20.00,+1.4,Jason Young,JAM,21.03.91,Lausanne,23.08.2012
460,20.00,-0.3,Nickel Ashmeade,JAM,07.04.90,Kingston,04.05.2013
460,20.00,-0.3,Nickel Ashmeade,JAM,07.04.90,Moskva,16.08.2013
460,20.00,+0.3,Alonso Edward,PAN,08.12.89,Georgetown,07.05.2014
460,20.00,+1.1,Aaron Brown,CAN,27.05.92,Baton Rouge,30.04.2016
460,20.00,+1.6,Ameer Webb,USA,19.03.91,Eugene,09.07.2016
460,20.00,+0.9,Noah Lyles,USA,18.07.97,Bruxelles,01.09.2017
460,20.00,+0.9,Akeem Bloomfield,JAM,10.11.97,Luzern,09.07.2018
460,20.00,+0.3,Bernardo Baloyes,COL,06.01.94,Barranquilla,31.07.2018
460,20.00,+0.8,Aaron Brown,CAN,27.05.92,Bruxelles,06.09.2019
460,20.00,+1.4,Dorian Camel,USA,03.03.99,Baton Rouge,30.04.2022
460,20.00,+0.6,Kyree King,USA,09.07.94,Nassau,21.08.2022
460,20.00,+1.9,Christian Coleman,USA,06.03.96,Miramar,08.04.2023
460,20.00,+1.9,Letsile Tebogo,BOT,07.06.03,Miramar,08.04.2023
460,20.00A,-0.3,Aaron Brown,CAN,27.05.92,Gaborone,29.04.2023
487,20.01,±0.0,Pietro Mennea,ITA,28.06.52,Roma,05.08.1980
487,20.01,+1.0,Carl Lewis,USA,01.07.61,Indianapolis,20.07.1988
487,20.01,+1.0,Michael Johnson,USA,13.09.67,Villeneuve d'Ascq,29.06.1990
487,20.01,-3.4,Michael Johnson,USA,13.09.67,Tokyo,27.08.1991
487,20.01,-1.0,Michael Marsh,USA,04.08.67,Barcelona,06.08.1992
487,20.01,-1.0,Michael Bates,USA,19.12.69,Zürich,19.08.1992
487,20.01,+1.7,Frank Fredericks,NAM,02.10.67,Berlin,21.08.1992
487,20.01,±0.0,John Regis,GBR,13.10.66,Monaco,02.08.1994
487,20.01,+0.3,Michael Johnson,USA,13.09.67,Göteborg,11.08.1995
487,20.01,+0.3,Francis Obikwelu,NGR,22.11.78,Lausanne,05.07.2000
487,20.01,+0.1,Bernard Williams,USA,19.01.78,Bruxelles,24.08.2001
487,20.01,+0.8,Bernard Williams,USA,19.01.78,Roma,11.07.2003
487,20.01,-0.7,Justin Gatlin,USA,10.02.82,Sacramento,18.07.2004
487,20.01,+1.2,Bernard Williams,USA,19.01.78,Athínai,26.08.2004
487,20.01,+1.6,Francis Obikwelu,POR,22.11.78,Göteborg,10.08.2006
487,20.01,+1.3,Steve Mullings,JAM,29.11.82,Réthymno,20.07.2009
487,20.01,-0.5,Yohan Blake,JAM,26.12.89,London,08.08.2012
487,20.01,+1.4,Churandy Martina,NED,03.07.84,Lausanne,04.07.2013
487,20.01,+0.4,Warren Weir,JAM,31.10.89,Budapest,10.07.2013
487,20.01,-0.9,Nickel Ashmeade,JAM,07.04.90,Zürich,28.08.2014
487,20.01,-0.3,Ramil Guliyev,TUR,29.05.90,Beijing,25.08.2015
487,20.01,+0.8,Anaso Jobodwana,RSA,30.07.92,Beijing,26.08.2015
487,20.01,-0.4,Christophe Lemaitre,FRA,11.06.90,Rio de Janeiro,17.08.2016
487,20.01,+1.6,Christopher Belcher,USA,29.01.94,Eugene,07.06.2017
487,20.01,+0.6,Andre De Grasse,CAN,10.11.94,Roma,08.06.2017
487,20.01,+0.9,Ameer Webb,USA,19.03.91,Bruxelles,01.09.2017
487,20.01,+1.9,Luxolo Adams,RSA,01.08.96,Paarl,22.03.2018
487,20.01,+1.9,Ncincihli Titi,RSA,15.12.93,Columbia,21.04.2018
487,20.01,+0.1,Alonso Edward,PAN,08.12.89,London,22.07.2018
487,20.01,-0.1,Ramil Guliyev,TUR,29.05.90,Lausanne,05.07.2019
487,20.01,+0.2,Ramil Guliyev,TUR,29.05.90,Paris,24.08.2019
487,20.01,-0.4,Kenneth Bednarek,USA,14.10.98,Tokyo,03.08.2021
487,20.01,+1.6,Rai Benjamin,USA,27.07.97,Walnut,16.04.2022
487,20.01,+0.3,Matthew Boling,USA,20.06.00,Oxford MS,14.05.2022
487,20.01,-0.1,Kenneth Bednarek,USA,14.10.98,Roma,09.06.2022
487,20.01,+0.5,Alexander Ogando,DOM,03.05.00,Eugene,18.07.2022
523,20.02,+0.3,Carl Lewis,USA,01.07.61,Lausanne,15.09.1987
523,20.02,+0.5,Michael Johnson,USA,13.09.67,São Paulo,19.05.1991
523,20.02,±0.0,Frank Fredericks,NAM,02.10.67,Barcelona,03.08.1992
523,20.02,+0.6,Michael Johnson,USA,13.09.67,Bruxelles,19.08.1994
523,20.02,-0.3,Jeff Williams,USA,31.12.65,Atlanta,22.06.1996
523,20.02,+0.5,Michael Johnson,USA,13.09.67,Berlin,30.08.1996
523,20.02,+1.0,Michael Johnson,USA,13.09.67,Rieti,05.09.1999
523,20.02,+1.7,Christopher Williams,JAM,15.03.72,Walnut,16.04.2000
523,20.02,+0.9,Maurice Greene,USA,23.07.74,Roma,30.06.2000
523,20.02,+0.8,Shawn Crawford,USA,14.01.78,Roma,11.07.2003
523,20.02,±0.0,Xavier Carter,USA,08.12.85,Bloomington,28.05.2005
523,20.02,+0.2,Wallace Spearmon,USA,24.12.84,Bruxelles,25.08.2006
523,20.02,-0.3,LaShawn Merritt,USA,27.06.86,Thessaloníki,30.07.2007
523,20.02,±0.0,Walter Dix,USA,31.01.86,Luzern,21.07.2011
523,20.02,+1.7,Wallace Spearmon,USA,24.12.84,Des Moines,28.04.2012
523,20.02,-0.5,Walter Dix,USA,31.01.86,Ad-Dawhah,11.05.2012
523,20.02,±0.0,Nickel Ashmeade,JAM,07.04.90,Monaco,20.07.2012
523,20.02,-0.5,Wallace Spearmon,USA,24.12.84,London,08.08.2012
523,20.02,+1.5,Ameer Webb,USA,19.03.91,Cerritos,06.06.2015
523,20.02,+0.3,Roberto Skyers,CUB,12.11.91,Toronto,24.07.2015
523,20.02,-0.2,Alonso Edward,PAN,08.12.89,Beijing,26.08.2015
523,20.02,-0.1,Zharnel Hughes,GBR,13.07.95,Beijing,27.08.2015
523,20.02,+1.8,Wayde van Niekerk,RSA,15.07.92,Durban,26.06.2016
523,20.02,-0.5,Andre De Grasse,CAN,10.11.94,Rio de Janeiro,18.08.2016
523,20.02,+0.9,Ramil Guliyev,TUR,29.05.90,Bruxelles,01.09.2017
523,20.02,-0.7,Christian Coleman,USA,06.03.96,Des Moines,28.07.2019
523,20.02,+0.9,Andrew Hudson,USA,14.12.96,Eugene,26.06.2021
523,20.02,-0.2,Erriyon Knighton,USA,29.01.04,Tokyo,03.08.2021
523,20.02,+1.3,Kyree King,USA,09.07.94,New York City,12.06.2022
523,20.02,+0.8,Michael Norman,USA,03.12.97,Monaco,10.08.2022
523,20.02,-0.6,Aaron Brown,CAN,27.05.92,Zürich,08.09.2022
523,20.02,-0.6,Alexander Ogando,DOM,03.05.00,Zürich,08.09.2022
555,20.03,+1.6,Clancy Edwards,USA,09.08.55,Westwood,29.04.1978
555,20.03,+0.4,Pietro Mennea,ITA,28.06.52,Tokyo,20.09.1980
555,20.03,-0.1,Pietro Mennea,ITA,28.06.52,Beijing,27.09.1980
555,20.03,+1.5,Larry Myricks,USA,10.03.56,Indianapolis,19.06.1983
555,20.03,+1.2,Carl Lewis,USA,01.07.61,Indianapolis,18.07.1988
555,20.03,+0.2,Joe DeLoach,USA,05.06.67,Zürich,17.08.1988
555,20.03,-0.6,Joe DeLoach,USA,05.06.67,Bruxelles,19.08.1988
555,20.03,+1.7,Jeff Williams,USA,31.12.65,Atlanta,23.06.1996
555,20.03,-1.4,Obadele Thompson,BAR,30.03.76,Bloomington,07.06.1997
555,20.03,+1.2,Jon Drummond,USA,09.09.68,Bruxelles,22.08.1997
555,20.03,+1.4,Maurice Greene,USA,23.07.74,Walnut,19.04.1998
555,20.03,+0.4,Maurice Greene,USA,23.07.74,Athínai,16.06.1999
555,20.03,-0.7,John Capel,USA,27.10.78,Sacramento,23.07.2000
555,20.03,-0.3,Bernard Williams,USA,19.01.78,Sacramento,23.07.2000
555,20.03,+0.7,Konstadínos Kedéris,GRE,11.07.73,Edmonton,08.08.2001
555,20.03,+0.6,Shingo Suetsugu,JPN,02.06.80,Yokohama,07.06.2003
555,20.03,+0.6,Darvis Patton,USA,04.12.77,Saint-Denis,28.08.2003
555,20.03,+0.5,Justin Gatlin,USA,10.02.82,Athínai,24.08.2004
555,20.03,+1.2,Justin Gatlin,USA,10.02.82,Athínai,26.08.2004
555,20.03,+1.8,Usain Bolt,JAM,21.08.86,Nassau,11.07.2005
555,20.03,-0.4,Usain Bolt,JAM,21.08.86,Osaka,29.08.2007
555,20.03,-0.6,Usain Bolt,JAM,21.08.86,Saint-Denis,08.07.2011
555,20.03,-1.2,Usain Bolt,JAM,21.08.86,Stockholm,29.07.2011
555,20.03,-0.5,Warren Weir,JAM,31.10.89,Kingston,01.07.2012
555,20.03,-0.5,Christophe Lemaitre,FRA,11.06.90,London,08.08.2012
555,20.03,+1.4,Warren Weir,JAM,31.10.89,Lausanne,23.08.2012
555,20.03,-0.3,Andre De Grasse,CAN,10.11.94,Westwood,16.05.2015
555,20.03,+1.8,Dedric Dukes,USA,04.02.92,Eugene,10.06.2015
555,20.03,+2.0,Trayvon Bromell,USA,10.07.95,Eugene,10.06.2015
555,20.03,+0.6,Alonso Edward,PAN,08.12.89,Luzern,14.07.2015
555,20.03,+2.0,Wallace Spearmon,USA,24.12.84,Toronto,23.07.2015
555,20.03,+0.4,Alonso Edward,PAN,08.12.89,Zürich,03.09.2015
555,20.03,+1.2,Wayde van Niekerk,RSA,15.07.92,Durban,25.06.2016
555,20.03,+0.4,Andre De Grasse,CAN,10.11.94,Rabat,16.07.2017
555,20.03,+0.9,Alex Quiñonez,ECU,11.08.89,Monaco,20.07.2018
555,20.03,-0.3,Adam Gemili,GBR,06.10.93,Ad-Dawhah,30.09.2019
555,20.03,+0.1,Xie Zhenye,CHN,17.08.93,Ad-Dawhah,30.09.2019
555,20.03,+0.3,Adam Gemili,GBR,06.10.93,Ad-Dawhah,01.10.2019
555,20.03,+0.3,Isiah Young,USA,05.01.90,Eugene,27.06.2021
555,20.03,+1.2,Erriyon Knighton,USA,29.01.04,Székesfehérvár,06.07.2021
555,20.03,+1.5,Josephus Lyles,USA,22.07.98,Eugene,21.08.2021
555,20.03,+0.1,Josephus Lyles,USA,22.07.98,Nashville,05.06.2022
555,20.03,+0.6,Alexander Ogando,DOM,03.05.00,Paris,18.06.2022
555,20.03,+1.8,Aaron Brown,CAN,27.05.92,Langley,26.06.2022
555,20.03,±0.0,Andrew Hudson,JAM,14.12.96,Memphis,30.07.2022
555,20.03,+0.8,Andrew Hudson,USA,14.12.96,Memphis,30.07.2022
555,20.03,+1.0,Terrence Jones,BAH,08.11.02,Austin,07.06.2023
555,20.03,+0.9,Tarsis Orogot,UGA,24.11.02,Austin,09.06.2023
603,20.04A,±0.0,Pietro Mennea,ITA,28.06.52,Ciudad de México,11.09.1979
603,20.04,+1.7,Robson Caetano da Silva,BRA,04.09.64,Seoul,28.09.1988
603,20.04,±0.0,Robson Caetano da Silva,BRA,04.09.64,Zürich,16.08.1989
603,20.04,+0.6,Michael Marsh,USA,04.08.67,Eugene,18.06.1993
603,20.04,+1.0,Michael Johnson,USA,13.09.67,Sacramento,17.06.1995
603,20.04,+1.7,Michael Marsh,USA,04.08.67,Atlanta,23.06.1996
603,20.04,±0.0,Frank Fredericks,NAM,02.10.67,Zürich,14.08.1996
603,20.04,+1.2,Ato Boldon,TTO,30.12.73,Bruxelles,22.08.1997
603,20.04,-1.2,Frank Fredericks,NAM,02.10.67,Catania,30.08.1997
603,20.04,+1.4,Coby Miller,USA,19.10.76,Boise,05.06.1999
603,20.04,+1.7,Kenny Brokenburr,USA,29.10.68,Walnut,16.04.2000
603,20.04,+1.1,Bernard Williams,USA,19.01.78,Sacramento,23.07.2000
603,20.04,+0.1,Konstadínos Kedéris,GRE,11.07.73,Edmonton,09.08.2001
603,20.04,±0.0,Coby Miller,USA,19.10.76,Lausanne,01.07.2003
603,20.04,-0.1,Justin Gatlin,USA,10.02.82,Bruxelles,05.09.2003
603,20.04,-0.9,Justin Gatlin,USA,10.02.82,Carson,26.06.2005
603,20.04,-0.5,Justin Gatlin,USA,10.02.82,Helsinki,11.08.2005
603,20.04,+1.4,Justin Gatlin,USA,10.02.82,Sheffield,21.08.2005
603,20.04,+0.7,Xavier Carter,USA,08.12.85,Bruxelles,14.09.2007
603,20.04,+0.1,Ramil Guliyev,AZE,29.05.90,Beograd,10.07.2009
603,20.04,±0.0,Curtis Mitchell,USA,11.03.89,Moskva,17.08.2013
603,20.04,+0.5,Rasheed Dwyer,JAM,29.01.89,Kingston,29.06.2014
603,20.04,+0.9,Anaso Jobodwana,RSA,30.07.92,Eugene,30.05.2015
603,20.04,+1.1,Julian Forte,JAM,07.01.93,Kingston,27.06.2015
603,20.04,+0.3,Alonso Edward,PAN,08.12.89,Stockholm,30.07.2015
603,20.04,+0.6,Ameer Webb,USA,19.03.91,Roma,02.06.2016
603,20.04,-0.3,Alonso Edward,PAN,08.12.89,London,22.07.2016
603,20.04,-0.4,Nethaneel Mitchell-Blake,GBR,02.04.94,Lexington,27.05.2017
603,20.04,+1.6,Jereem Richards,TTO,13.01.94,Eugene,07.06.2017
603,20.04,+0.8,Bruno Hortelano,ESP,18.09.91,Getafe,22.07.2018
603,20.04,+0.7,Bernardo Baloyes,COL,06.01.94,Barranquilla,31.07.2018
603,20.04,+0.7,Nethaneel Mitchell-Blake,GBR,02.04.94,Berlin,09.08.2018
603,20.04,+0.7,Alex Wilson,SUI,19.09.90,Berlin,09.08.2018
603,20.04,-0.2,Jereem Richards,TTO,13.01.94,Zürich,30.08.2018
603,20.04,+1.4,Steven Gardiner,BAH,12.09.95,Coral Gables,13.04.2019
603,20.04,+1.0,Andrew Hudson,USA,14.12.96,Sacramento,25.05.2019
603,20.04,+1.4,Clarence Munyai,RSA,20.02.98,Heusden-Zolder,20.07.2019
603,20.04,-0.2,Erriyon Knighton,USA,29.01.04,Eugene,25.06.2021
603,20.04,±0.0,Fred Kerley,USA,07.05.95,Tempe,19.03.2022
603,20.04,+1.6,Jerome Blake,CAN,18.08.95,Walnut,16.04.2022
603,20.04,+1.1,Reynier Mena,CUB,21.11.96,Lisboa,10.06.2022
603,20.04,+1.7,Josephus Lyles,USA,22.07.98,Eugene,26.06.2022
645,20.05,+0.4,Pietro Mennea,ITA,28.06.52,Bruxelles,22.08.1980
645,20.05,-0.2,Kirk Baptiste,USA,20.06.63,Los Angeles,21.06.1984
645,20.05,+1.0,Roy Martin,USA,25.12.66,Indianapolis,20.07.1988
645,20.05,+1.0,Albert Robinson,USA,28.11.64,Indianapolis,20.07.1988
645,20.05,+0.2,Michael Johnson,USA,13.09.67,Monaco,03.08.1991
645,20.05,+0.8,Michael Johnson,USA,13.09.67,Tokyo,26.08.1991
645,20.05,+0.6,Jon Drummond,USA,09.09.68,Stockholm,08.07.1996
645,20.05,+0.1,Ato Boldon,TTO,30.12.73,Atlanta,01.08.1996
645,20.05,±0.0,Michael Johnson,USA,13.09.67,Des Moines,26.04.1997
645,20.05,+0.4,Francis Obikwelu,NGR,22.11.78,Athínai,16.06.1999
645,20.05,Joshua,J. Johnson,USA,10.05.76,Abuja,17.05.2003
645,20.05,-0.1,Shawn Crawford,USA,14.01.78,Athínai,25.08.2004
645,20.05,-0.4,Wallace Spearmon,USA,24.12.84,Osaka,29.08.2007
645,20.05,-0.8,Wallace Spearmon,USA,24.12.84,Osaka,30.08.2007
645,20.05,+0.5,Wallace Spearmon,USA,24.12.84,Roma,10.06.2010
645,20.05,±0.0,Rakieem Salaam,USA,05.04.90,Norman,15.05.2011
645,20.05,±0.0,Nickel Ashmeade,JAM,07.04.90,Moskva,17.08.2013
645,20.05,-0.1,Andre De Grasse,CAN,10.11.94,Westwood,17.05.2015
645,20.05,+2.0,Miguel Francis,ANT,28.02.95,Toronto,23.07.2015
645,20.05,-1.4,Zharnel Hughes,GBR,13.07.95,London,24.07.2015
