Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
286,10.87,±0.0,Elaine Thompson-Herah,JAM,28.06.92,Ad-Dawhah,25.09.2020
286,10.87,+1.3,Natasha Morrison,JAM,17.11.92,Miami,24.04.2021
286,10.87,+1.2,Elaine Thompson-Herah,JAM,28.06.92,Miramar,05.06.2021
286,10.87,+0.6,Dina Asher-Smith,GBR,04.12.95,Zürich,09.09.2021
286,10.87,+1.8,Cambrea Sturgis,USA,27.03.99,Greensboro,23.04.2022
286,10.87,+1.8,Twanisha Terry,USA,24.01.99,Eugene,24.06.2022
286,10.87,-0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Eugene,16.07.2022
286,10.87,-0.2,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,17.07.2022
286,10.87,+0.1,Tamari Davis,USA,15.02.03,Memphis,30.07.2022
286,10.87,±0.0,Aleia Hobbs,USA,24.02.96,Lausanne,26.08.2022
286,10.87,+2.0,Aleia Hobbs,USA,24.02.96,Baton Rouge,08.04.2023
325,10.88,+2.0,Marlies Göhr,GDR,21.03.58,Dresden,01.07.1977
325,10.88,+1.9,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,09.07.1982
325,10.88,+1.9,Evelyn Ashford,USA,15.04.57,Rieti,07.09.1986
325,10.88,+1.6,Evelyn Ashford,USA,15.04.57,Seoul,24.09.1988
325,10.88,+1.0,Florence Griffith-Joyner,USA,21.12.59,Seoul,24.09.1988
325,10.88,+0.2,Merlene Ottey,JAM,10.05.60,Oslo,06.07.1991
325,10.88,-1.0,Merlene Ottey,JAM,10.05.60,Barcelona,01.08.1992
325,10.88,+0.8,Gail Devers,USA,19.11.66,Berlin,26.08.1997
325,10.88,±0.0,Marion Jones,USA,12.10.75,Paris,29.07.1998
325,10.88,-1.0,Marion Jones,USA,12.10.75,Sacramento,15.07.2000
325,10.88,-0.1,Chryste Gaines,USA,14.09.70,Bruxelles,05.09.2003
325,10.88,+0.4,Lauryn Williams,USA,11.09.83,Zürich,19.08.2005
325,10.88,+1.2,Veronica Campbell-Brown,JAM,16.05.82,Clermont,14.06.2008
325,10.88,+0.7,Veronica Campbell-Brown,JAM,16.05.82,Kingston,28.06.2008
325,10.88,-1.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,27.06.2009
325,10.88,+0.5,Carmelita Jeter,USA,24.11.79,Bruxelles,04.09.2009
325,10.88,+1.7,Carmelita Jeter,USA,24.11.79,Eugene,23.06.2011
325,10.88,+1.2,Michelle-Lee Ahye,TTO,10.04.92,Port of Spain,21.06.2014
325,10.88,+0.5,Tori Bowie,USA,27.08.90,Beijing,23.08.2015
325,10.88,+0.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Rio de Janeiro,13.08.2016
325,10.88,+0.6,Elaine Thompson-Herah,JAM,28.06.92,Rio de Janeiro,13.08.2016
325,10.88,+0.9,Kelly-Ann Baptiste,TTO,14.10.86,Port of Spain,24.06.2017
325,10.88,+1.9,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,26.05.2018
325,10.88,-0.5,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,08.06.2019
325,10.88,-0.3,Dina Asher-Smith,GBR,04.12.95,Bruxelles,06.09.2019
325,10.88,+0.3,Elaine Thompson-Herah,JAM,28.06.92,Kingston,08.08.2020
325,10.88,+1.5,Melissa Jefferson,USA,21.02.01,Lafayette,14.05.2022
325,10.88,+1.5,Aleia Hobbs,USA,24.02.96,Eugene,23.06.2022
325,10.88,+0.9,Kemba Nelson,JAM,23.02.00,Kingston,24.06.2022
325,10.88,+0.5,Tamara Clark,USA,09.01.99,Eugene,24.06.2022
325,10.88,±0.0,Shericka Jackson,JAM,16.07.94,Lausanne,26.08.2022
325,10.88,+1.3,Marie-Josée Ta Lou,CIV,18.11.88,Westwood,27.05.2023
357,10.89,+0.7,Marlies Göhr,GDR,21.03.58,Erfurt,01.06.1984
357,10.89,-0.1,Florence Griffith-Joyner,USA,21.12.59,San Diego,25.06.1988
357,10.89,+2.0,Marlies Göhr,GDR,21.03.58,Neubrandenburg,09.07.1988
357,10.89,+1.8,Katrin Krabbe,GER,22.11.69,Berlin,20.07.1988
357,10.89,+1.8,Katrin Krabbe,GER,22.11.69,Split,28.08.1990
357,10.89,-0.1,Merlene Ottey,JAM,10.05.60,Tokyo,26.08.1991
357,10.89,+1.6,Juliet Cuthbert,JAM,09.04.64,Salamanca,13.07.1992
357,10.89,+1.9,Irina Privalova,RUS,12.11.68,Moskva,18.07.1992
357,10.89,+0.6,Merlene Ottey,JAM,10.05.60,Bruxelles,28.08.1992
357,10.89,-0.3,Gwen Torrence,USA,12.06.65,Stuttgart,16.08.1993
357,10.89,+0.4,Gwen Torrence,USA,12.06.65,Linz,04.07.1994
357,10.89,-0.1,Gail Devers,USA,19.11.66,Berlin,30.08.1996
357,10.89,+0.5,Gail Devers,USA,19.11.66,Lausanne,02.07.1997
357,10.89,±0.0,Liu Xiaomei,CHN,11.01.72,Shanghai,18.10.1997
357,10.89,+2.0,Chryste Gaines,USA,14.09.70,New Orleans,20.06.1998
357,10.89,±0.0,Chandra Sturrup,BAH,12.09.71,Roma,11.07.2003
357,10.89,-0.1,Chryste Gaines,USA,14.09.70,Zürich,15.08.2003
357,10.89,-0.2,Sherone Simpson,JAM,12.08.84,Stuttgart,10.09.2006
357,10.89,+1.0,Veronica Campbell-Brown,JAM,16.05.82,Kingston,23.06.2007
357,10.89,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Thessaloníki,13.09.2009
357,10.89,+1.2,Veronica Campbell-Brown,JAM,16.05.82,Shanghai,20.09.2009
357,10.89,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Zürich,19.08.2010
357,10.89,±0.0,Carmelita Jeter,USA,24.11.79,Zürich,19.08.2010
357,10.89,±0.0,Veronica Campbell-Brown,JAM,16.05.82,London,04.08.2012
357,10.89,+1.5,Allyson Felix,USA,18.11.85,London,04.08.2012
357,10.89,+0.5,Blessing Okagbare,NGR,09.10.88,Beijing,24.08.2015
357,10.89,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Beijing,24.08.2015
357,10.89,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Monaco,20.07.2018
357,10.89,+0.6,Elaine Thompson-Herah,JAM,28.06.92,Roma,06.06.2019
357,10.89,+0.4,Elaine Thompson-Herah,JAM,28.06.92,Kingston,21.06.2019
357,10.89,+1.3,Twanisha Terry,USA,24.01.99,College Station,29.05.2021
357,10.89,+0.6,Blessing Okagbare,NGR,09.10.88,Székesfehérvár,06.07.2021
357,10.89,+1.6,Elaine Thompson-Herah,JAM,28.06.92,Walnut,16.04.2022
357,10.89,+0.6,Mujinga Kambundji,SUI,17.06.92,Zürich,24.06.2022
357,10.89,+0.6,Mujinga Kambundji,SUI,17.06.92,Zurich,24.06.2022
357,10.89,+0.9,Elaine Thompson-Herah,JAM,28.06.92,Kingston,24.06.2022
357,10.89,-0.2,Dina Asher-Smith,GBR,04.12.95,Eugene,17.07.2022
357,10.89,±0.0,Marie-Josée Ta Lou,CIV,18.11.88,Lausanne,26.08.2022
357,10.89,+1.9,Tamari Davis,USA,15.02.03,Baton Rouge,22.04.2023
357,10.89,+0.9,Shawnti Jackson,USA,02.05.05,Nashville,03.06.2023
397,10.90A,+0.6,Evelyn Ashford,USA,15.04.57,Colorado Springs,22.07.1981
397,10.90,+1.1,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,16.06.1983
397,10.90,+1.4,Anelia Nuneva,BUL,30.06.62,Dráma,08.08.1987
397,10.90,-0.4,Anelia Nuneva,BUL,30.06.62,Sofia,15.08.1987
397,10.90,-0.5,Silke Möller,GER,20.06.64,Roma,30.08.1987
397,10.90,-0.6,Merlene Ottey,JAM,10.05.60,Monaco,07.08.1993
397,10.90,+1.9,Irina Privalova,RUS,12.11.68,Stockholm,12.07.1994
397,10.90,+1.4,Irina Privalova,RUS,12.11.68,Göteborg,07.08.1995
397,10.90,+0.5,Marion Jones,USA,12.10.75,Lausanne,02.07.1997
397,10.90,+0.7,Zhanna Block,UKR,06.07.72,Athínai,02.08.1997
397,10.90,+0.6,Li Xuemei,CHN,05.01.77,Shanghai,17.10.1997
397,10.90,-0.8,Marion Jones,USA,12.10.75,Uniondale,19.07.1998
397,10.90,+1.4,Glory Alozie,NGR,30.12.77,La Laguna,05.06.1999
397,10.90,+1.0,Zhanna Block,UKR,06.07.72,Bruxelles,30.08.2002
397,10.90,+2.0,Torri Edwards,USA,31.01.77,Carson,20.05.2007
397,10.90,-0.7,Veronica Campbell-Brown,JAM,16.05.82,Shanghai,28.09.2007
397,10.90,+1.0,Torri Edwards,USA,31.01.77,Eugene,28.06.2008
397,10.90,+1.0,Lauryn Williams,USA,11.09.83,Eugene,28.06.2008
397,10.90,+0.1,Carmelita Jeter,USA,24.11.79,Berlin,17.08.2009
397,10.90,-0.1,Kerron Stewart,JAM,16.04.84,Thessaloníki,13.09.2009
397,10.90,+1.8,Shalonda Solomon,USA,19.12.85,Clermont,05.06.2010
397,10.90,-1.4,Carmelita Jeter,USA,24.11.79,Daegu,29.08.2011
397,10.90,+0.4,Kelly-Ann Baptiste,TTO,14.10.86,Bruxelles,16.09.2011
397,10.90,+0.7,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Birmingham,26.08.2012
397,10.90,+1.7,Octavious Freeman,USA,20.04.92,Des Moines,21.06.2013
397,10.90,+0.1,Barbara Pierre,USA,28.04.87,London,27.07.2013
397,10.90,+1.0,Elaine Thompson-Herah,JAM,28.06.92,Madrid,11.07.2015
397,10.90,+0.9,Kelly-Ann Baptiste,TTO,14.10.86,Beijing,24.08.2015
397,10.90,+1.8,English Gardner,USA,22.04.92,Eugene,02.07.2016
397,10.90,-0.2,Dafne Schippers,NED,15.06.92,Amsterdam,08.07.2016
397,10.90,+1.0,Tori Bowie,USA,27.08.90,Rio de Janeiro,13.08.2016
397,10.90,+1.0,Michelle-Lee Ahye,TTO,10.04.92,Rio de Janeiro,13.08.2016
397,10.90,+0.3,Dafne Schippers,NED,15.06.92,Rio de Janeiro,13.08.2016
397,10.90,+0.6,English Gardner,USA,22.04.92,Rio de Janeiro,13.08.2016
397,10.90,+0.5,Dafne Schippers,NED,15.06.92,Rio de Janeiro,13.08.2016
397,10.90,+1.6,Tori Bowie,USA,27.08.90,Sacramento,22.06.2017
397,10.90,+0.3,Marie-Josée Ta Lou,CIV,18.11.88,Rabat,16.07.2017
397,10.90,+1.5,Blessing Okagbare,NGR,09.10.88,Ad-Dawhah,04.05.2018
397,10.90,+1.9,Aleia Hobbs,USA,24.02.96,Tampa,25.05.2018
397,10.90,+1.9,Murielle Ahouré-Demps,CIV,23.08.87,Eugene,26.05.2018
397,10.90,+1.3,Marie-Josée Ta Lou,CIV,18.11.88,Lausanne,05.07.2018
397,10.90,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Ad-Dawhah,29.09.2019
397,10.90,+1.1,Blessing Okagbare,NGR,09.10.88,Ad-Dawhah,28.05.2021
397,10.90,+1.8,Ajla Del Ponte,SUI,15.07.96,La Chaux-de-Fonds,14.08.2021
397,10.90,+0.9,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,21.08.2021
397,10.90,+0.6,Julien Alfred,LCA,10.06.01,Eugene,09.06.2022
397,10.90,+1.0,Abby Steiner,USA,24.11.99,Eugene,09.06.2022
397,10.90,+1.1,Daryll Neita,GBR,29.08.96,Birmingham,03.08.2022
397,10.90,+0.4,Twanisha Terry,USA,24.01.99,Monaco,10.08.2022
397,10.90,-0.8,Sha'Carri Richardson,USA,25.03.00,Westwood,27.05.2023
447,10.91,+1.0,Marlies Göhr,GDR,21.03.58,Dresden,01.07.1982
447,10.91,+0.6,Marlies Göhr,GDR,21.03.58,Berlin,31.07.1983
447,10.91,-0.5,Marlies Göhr,GDR,21.03.58,Berlin,20.07.1984
447,10.91,+0.2,Evelyn Ashford,USA,15.04.57,Moskva,06.07.1986
447,10.91,+0.2,Heike Drechsler,GER,16.12.64,Moskva,06.07.1986
447,10.91,+0.8,Marlies Göhr,GDR,21.03.58,Stuttgart,27.08.1986
447,10.91,+0.2,Anelia Nuneva,BUL,30.06.62,Stara Zagora,01.08.1987
447,10.91,+1.7,Heike Drechsler,GER,16.12.64,Oslo,02.07.1988
447,10.91,+1.2,Gwen Torrence,USA,12.06.65,Indianapolis,17.07.1988
447,10.91,+1.4,Florence Griffith-Joyner,USA,21.12.59,Tokyo,07.10.1988
447,10.91,+1.6,Dawn Sowell,USA,27.03.66,Houston,16.06.1989
447,10.91,+0.7,Merlene Ottey,JAM,10.05.60,Duisburg,12.06.1991
447,10.91,+0.5,Katrin Krabbe,GER,22.11.69,Hannover,27.07.1991
447,10.91,-0.4,Katrin Krabbe,GER,22.11.69,Tokyo,26.08.1991
447,10.91,+1.1,Gail Devers,USA,19.11.66,Atlanta,15.06.1996
447,10.91,-0.4,Marion Jones,USA,12.10.75,Tokyo,06.09.1997
447,10.91,+1.6,Ekateríni Thánou,GRE,01.02.75,Kalamáta,22.05.1999
447,10.91,+1.1,Sevatheda Fynes,BAH,17.10.74,Lausanne,02.07.1999
447,10.91,+1.0,Marion Jones,USA,12.10.75,Roma,30.06.2000
447,10.91,+0.9,Ekateríni Thánou,GRE,01.02.75,Lausanne,05.07.2000
447,10.91,-0.3,Inger Miller,USA,12.06.72,Monaco,10.08.2000
447,10.91,-0.3,Ekateríni Thánou,GRE,01.02.75,Edmonton,06.08.2001
447,10.91,-0.1,Zhanna Block,UKR,06.07.72,Luzern,26.06.2002
447,10.91,+1.5,Debbie Ferguson-McKenzie,BAH,16.01.76,Manchester,27.07.2002
447,10.91,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Monaco,19.09.2004
447,10.91,+1.9,Lauryn Williams,USA,11.09.83,Lausanne,05.07.2005
447,10.91,+2.0,Veronica Campbell-Brown,JAM,16.05.82,Carson,20.05.2007
447,10.91,+0.9,Veronica Campbell-Brown,JAM,16.05.82,New York City,31.05.2008
447,10.91,+0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Roma,10.07.2009
447,10.91,±0.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Monaco,28.07.2009
447,10.91,+0.6,Kelly-Ann Baptiste,TTO,14.10.86,Saint-Denis,08.07.2011
447,10.91,+1.7,Alexandra Anderson,USA,28.01.87,Des Moines,21.06.2013
447,10.91,+1.8,Alexandra Anderson,USA,28.01.87,Des Moines,21.06.2013
447,10.91,+1.5,Murielle Ahouré-Demps,CIV,23.08.87,Sotteville-lès-Rouen,08.07.2013
447,10.91,+2.0,Tori Bowie,USA,27.08.90,Sacramento,27.06.2014
447,10.91,-0.3,Veronica Campbell-Brown,JAM,16.05.82,Beijing,24.08.2015
447,10.91,+0.7,Veronica Campbell-Brown,JAM,16.05.82,Ad-Dawhah,06.05.2016
447,10.91,+1.2,Tori Bowie,USA,27.08.90,Herzogenaurach,14.05.2016
447,10.91,+1.8,Tori Bowie,USA,27.08.90,Eugene,02.07.2016
447,10.91,+0.1,Elaine Thompson-Herah,JAM,28.06.92,Paris,01.07.2017
447,10.91,+0.2,Tori Bowie,USA,27.08.90,London,06.08.2017
447,10.91,-0.2,Rosângela Santos,BRA,20.12.90,London,06.08.2017
447,10.91,±0.0,Aleia Hobbs,USA,24.02.96,Eugene,07.06.2018
447,10.91,+1.6,Murielle Ahouré-Demps,CIV,23.08.87,Oslo,07.06.2018
447,10.91,+0.6,Aleia Hobbs,USA,24.02.96,Des Moines,22.06.2018
447,10.91,+0.2,Dina Asher-Smith,GBR,04.12.95,Lausanne,05.07.2019
447,10.91,+0.5,Dina Asher-Smith,GBR,04.12.95,London,21.07.2019
447,10.91,+0.7,Aleia Hobbs,USA,24.02.96,Baton Rouge,24.04.2021
447,10.91,+0.4,Shericka Jackson,JAM,16.07.94,Kingston,24.06.2021
447,10.91,+0.7,Dina Asher-Smith,GBR,04.12.95,Manchester,26.06.2021
447,10.91,-0.3,Marie-Josée Ta Lou,CIV,18.11.88,Oslo,01.07.2021
447,10.91,+1.3,Ajla Del Ponte,SUI,15.07.96,Tokyo,30.07.2021
447,10.91,-0.6,Marie-Josée Ta Lou,CIV,18.11.88,Tokyo,31.07.2021
447,10.91,+0.8,Tamari Davis,USA,15.02.03,Nashville,05.06.2022
447,10.91,+0.5,Elaine Thompson-Herah,JAM,28.06.92,Kingston,24.06.2022
447,10.91,+0.8,Mujinga Kambundji,SUI,17.06.92,Eugene,17.07.2022
447,10.91,+0.4,Daryll Neita,GBR,29.08.96,Monaco,10.08.2022
447,10.91,+0.6,Aleia Hobbs,USA,24.02.96,Bruxelles,02.09.2022
447,10.91,-0.8,Marie-Josée Ta Lou,CIV,18.11.88,Zürich,08.09.2022
447,10.91,+2.0,Tamari Davis,USA,15.02.03,Devonshire,21.05.2023
507,10.92,+1.3,Evelyn Ashford,USA,15.04.57,Berlin,17.08.1984
507,10.92,+1.0,Merlene Ottey,JAM,10.05.60,Walnut,28.04.1985
507,10.92,+1.2,Marlies Göhr,GDR,21.03.58,Halle,11.06.1985
507,10.92,-0.6,Anelia Nuneva,BUL,30.06.62,Moskva,07.06.1987
507,10.92,+0.8,Merlene Ottey,JAM,10.05.60,Budapest,06.07.1987
507,10.92,+1.1,Anelia Nuneva,BUL,30.06.62,Zagreb,02.06.1988
507,10.92,+0.9,Heike Drechsler,GER,16.12.64,Dresden,11.06.1988
507,10.92,±0.0,Alice Brown,USA,20.09.60,Indianapolis,16.07.1988
507,10.92,±0.0,Merlene Ottey,JAM,10.05.60,Bruxelles,19.08.1994
507,10.92,+1.9,Merlene Ottey,JAM,10.05.60,Lausanne,05.07.1995
507,10.92,+0.6,Merlene Ottey,JAM,10.05.60,Moskva,07.06.1996
507,10.92,+1.1,D'Andre Hill,USA,19.04.73,Atlanta,15.06.1996
507,10.92,-0.5,Gail Devers,USA,19.11.66,Atlanta,26.07.1996
507,10.92,+1.0,Gwen Torrence,USA,12.06.65,Monaco,10.08.1996
507,10.92,+0.4,Gail Devers,USA,19.11.66,Linz,21.08.1996
507,10.92,+0.1,Marion Jones,USA,12.10.75,Indianapolis,12.06.1997
507,10.92,+0.9,Ekateríni Thánou,GRE,01.02.75,Budapest,19.08.1998
507,10.92,+2.0,Zhanna Block,UKR,06.07.72,Budapest,19.08.1998
507,10.92,-0.9,Ekateríni Thánou,GRE,01.02.75,Athínai,16.06.1999
507,10.92,-0.2,Marion Jones,USA,12.10.75,Sacramento,14.07.2000
507,10.92,+0.1,Yuliya Nesterenko,BLR,15.06.79,Athínai,21.08.2004
507,10.92,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Monaco,09.09.2005
507,10.92,±0.0,Sherone Simpson,JAM,12.08.84,Berlin,03.09.2006
507,10.92,+0.1,Veronica Campbell-Brown,JAM,16.05.82,Athínai,13.07.2008
507,10.92,+1.2,Kerron Stewart,JAM,16.04.84,Kingston,02.05.2009
507,10.92,-0.1,Carmelita Jeter,USA,24.11.79,London,25.07.2009
507,10.92,-0.3,Kerron Stewart,JAM,16.04.84,Berlin,16.08.2009
507,10.92,+1.2,Veronica Campbell-Brown,JAM,16.05.82,Shanghai,15.05.2011
507,10.92,+0.7,Allyson Felix,USA,18.11.85,Ad-Dawhah,11.05.2012
507,10.92,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,New York City,09.06.2012
507,10.92,+0.9,Carmelita Jeter,USA,24.11.79,Eugene,23.06.2012
507,10.92,+1.0,Blessing Okagbare,NGR,09.10.88,London,04.08.2012
507,10.92,+1.0,Tianna Bartoletta,USA,30.08.85,London,04.08.2012
507,10.92,-0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Saint-Denis,06.07.2013
507,10.92,+1.5,Barbara Pierre,USA,28.04.87,Madrid,13.07.2013
507,10.92,+2.0,Tianna Bartoletta,USA,30.08.85,Sacramento,27.06.2014
507,10.92,+1.0,Elaine Thompson-Herah,JAM,28.06.92,Kingston,11.04.2015
507,10.92,+1.4,Jenna Prandini,USA,20.11.92,Walnut,18.04.2015
507,10.92,+1.5,Jenna Prandini,USA,20.11.92,Eugene,26.06.2015
507,10.92,+1.2,Jasmine Todd,USA,23.12.93,Eugene,26.06.2015
507,10.92,+1.6,Barbara Pierre,USA,28.04.87,Toronto,21.07.2015
507,10.92,+0.1,Dafne Schippers,NED,15.06.92,London,25.07.2015
507,10.92,+0.8,English Gardner,USA,22.04.92,Roma,02.06.2016
507,10.92,+0.5,Michelle-Lee Ahye,TTO,10.04.92,Rio de Janeiro,13.08.2016
507,10.92,+0.4,Elaine Thompson-Herah,JAM,28.06.92,Bruxelles,01.09.2017
507,10.92,+1.5,Aleia Hobbs,USA,24.02.96,Knoxville,13.05.2018
507,10.92,+1.6,Dina Asher-Smith,GBR,04.12.95,Oslo,07.06.2018
507,10.92,+0.7,Dina Asher-Smith,GBR,04.12.95,London,21.07.2019
507,10.92,+0.8,Elaine Thompson-Herah,JAM,28.06.92,Kingston,22.08.2020
507,10.92,+1.4,Cambrea Sturgis,USA,27.03.99,Jacksonville,29.05.2021
507,10.92,+0.8,Dina Asher-Smith,GBR,04.12.95,Hengelo,06.06.2021
507,10.92,+1.7,Shericka Jackson,JAM,16.07.94,Lausanne,26.08.2021
507,10.92,+0.5,Abby Steiner,USA,24.11.99,Baton Rouge,09.04.2022
507,10.92,+0.7,Sha'Carri Richardson,USA,25.03.00,Eugene,28.05.2022
507,10.92,+0.7,Shericka Jackson,JAM,16.07.94,Eugene,28.05.2022
507,10.92,+2.0,Twanisha Terry,USA,24.01.99,Eugene,23.06.2022
507,10.92,+1.8,Tamari Davis,USA,15.02.03,Eugene,24.06.2022
507,10.92,+0.8,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,16.07.2022
507,10.92,-0.2,Melissa Jefferson,USA,21.02.01,Eugene,17.07.2022
507,10.92,+0.8,Aleia Hobbs,USA,24.02.96,Eugene,17.07.2022
507,10.92,+0.6,Shania Collins,USA,14.11.96,Memphis,30.07.2022
507,10.92,+1.3,Tamari Davis,USA,15.02.03,Székesfehérvár,08.08.2022
507,10.92,+1.0,Alana Reid,JAM,20.01.05,Kingston,29.03.2023
507,10.92,+0.9,Anthonique Strachan,BAH,22.08.93,Oslo,15.06.2023
571,10.93,+2.0,Marlies Göhr,GDR,21.03.58,Dresden,24.05.1980
571,10.93,+0.1,Evelyn Ashford,USA,15.04.57,Westwood,07.08.1982
571,10.93,+1.6,Evelyn Ashford,USA,15.04.57,Roma,31.08.1984
571,10.93,+1.1,Merlene Ottey,JAM,10.05.60,Los Angeles,08.06.1985
571,10.93,+1.8,Ewa Kasprzyk,POL,07.09.57,Grudziadz,27.06.1986
571,10.93,+1.6,Evelyn Ashford,USA,15.04.57,Berlin,15.08.1986
571,10.93,-0.2,Marlies Göhr,GDR,21.03.58,Neubrandenburg,10.06.1987
571,10.93,-0.8,Anelia Nuneva,BUL,30.06.62,Sofia,15.08.1987
571,10.93,±0.0,Merlene Ottey,JAM,10.05.60,Köln,16.08.1987
571,10.93,+1.5,Dawn Sowell,USA,27.03.66,Austin,07.04.1989
571,10.93,-1.2,Merlene Ottey,JAM,10.05.60,Zürich,15.08.1990
571,10.93,+1.5,Irina Privalova,RUS,12.11.68,Berlin,21.08.1992
571,10.93,-0.9,Merlene Ottey,JAM,10.05.60,Zürich,04.08.1993
571,10.93,+0.4,Merlene Ottey,JAM,10.05.60,Atlanta,27.07.1996
571,10.93,+1.3,Ekateríni Thánou,GRE,01.02.75,Haniá,14.06.2000
571,10.93,-0.1,Ekateríni Thánou,GRE,01.02.75,Athínai,08.07.2000
571,10.93,-0.4,Marion Jones,USA,12.10.75,Sacramento,15.07.2000
571,10.93,+0.3,Zhanna Block,UKR,06.07.72,Oslo,28.07.2000
571,10.93,+0.6,Zhanna Block,UKR,06.07.72,Athínai,11.06.2001
571,10.93,+1.0,Tayna Lawrence,JAM,17.09.75,Bruxelles,30.08.2002
571,10.93,+0.9,Torri Edwards,USA,31.01.77,Saint-Denis,24.08.2003
571,10.93,-0.1,Yuliya Nesterenko,BLR,15.06.79,Athínai,21.08.2004
571,10.93,+0.1,Veronica Campbell-Brown,JAM,16.05.82,Athínai,21.08.2004
571,10.93,+1.3,Lauryn Williams,USA,11.09.83,Helsinki,08.08.2005
571,10.93,-0.2,Christine Arron,FRA,13.09.73,Monaco,09.09.2005
571,10.93,+1.2,Veronica Campbell-Brown,JAM,16.05.82,New York City,02.06.2007
571,10.93,+1.5,Allyson Felix,USA,18.11.85,Ad-Dawhah,09.05.2008
571,10.93,+1.0,Marshevet Hooker,USA,25.09.84,Eugene,28.06.2008
571,10.93,+1.3,Kerron Stewart,JAM,16.04.84,Ad-Dawhah,08.05.2009
571,10.93,-1.5,Kerron Stewart,JAM,16.04.84,Kingston,27.06.2009
571,10.93,+1.2,Kelly-Ann Baptiste,TTO,14.10.86,Gateshead,10.07.2010
571,10.93,-0.4,Carmelita Jeter,USA,24.11.79,London,06.08.2011
571,10.93,+1.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,London,14.07.2012
571,10.93,+0.7,Blessing Okagbare,NGR,09.10.88,London,03.08.2012
571,10.93,-0.1,Kelly-Ann Baptiste,TTO,14.10.86,Lausanne,23.08.2012
571,10.93,+0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Shanghai,18.05.2013
571,10.93,+1.8,Jeneba Tarmoh,USA,27.09.89,Des Moines,21.06.2013
571,10.93,-0.2,Blessing Okagbare,NGR,09.10.88,Saint-Denis,06.07.2013
571,10.93,+0.7,Carmelita Jeter,USA,24.11.79,London,27.07.2013
571,10.93,+1.1,Kelly-Ann Baptiste,TTO,14.10.86,London,27.07.2013
571,10.93,-0.3,Murielle Ahouré-Demps,CIV,23.08.87,Moskva,12.08.2013
571,10.93,+0.1,Blessing Okagbare,NGR,09.10.88,Glasgow,28.07.2014
571,10.93,+1.2,Jeneba Tarmoh,USA,27.09.89,Eugene,26.06.2015
571,10.93,-0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Stockholm,30.07.2015
571,10.93,-1.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Zürich,03.09.2015
571,10.93,+0.3,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,01.07.2016
571,10.93,-1.2,Elaine Thompson-Herah,JAM,28.06.92,Birmingham,20.08.2017
571,10.93,+0.4,Marie-Josée Ta Lou,CIV,18.11.88,Bruxelles,01.09.2017
571,10.93,+1.5,Elaine Thompson-Herah,JAM,28.06.92,Ad-Dawhah,04.05.2018
571,10.93,+0.4,Aleia Hobbs,USA,24.02.96,Knoxville,12.05.2018
571,10.93,-0.1,Dina Asher-Smith,GBR,04.12.95,Stockholm,10.06.2018
571,10.93,+0.2,Dina Asher-Smith,GBR,04.12.95,Berlin,07.08.2018
571,10.93,-0.1,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,21.06.2019
571,10.93,+0.2,Marie-Josée Ta Lou,CIV,18.11.88,Lausanne,05.07.2019
571,10.93,+0.1,Elaine Thompson-Herah,JAM,28.06.92,Ad-Dawhah,29.09.2019
571,10.93,+0.6,Ajla Del Ponte,SUI,15.07.96,Zürich,09.09.2021
571,10.93,+0.6,Daryll Neita,GBR,29.08.96,Zürich,09.09.2021
571,10.93,+2.0,Favour Ofili,NGR,31.12.02,Baton Rouge,30.04.2022
571,10.93,-0.8,Elaine Thompson-Herah,JAM,28.06.92,Ponce,12.05.2022
571,10.93,-0.7,Favour Ofili,NGR,31.12.02,Oxford MS,14.05.2022
571,10.93,+0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Eugene,17.07.2022
